UID,organisationunitname,lga,ward,year,ANC1,ANCA,IPT1,IPT3,IPT1_per_ANC1,IPT3_per_ANC1,IPT3_per_IPT1,ANC1_per_Preg,IPT3_per_Preg,LLIN_per_Preg
78270397,NA,Obanliku,Bebi,2023,200,410,159,40,0.795,0.2,0.25157232704402516,NA,NA,NA
32677032,NA,Obanliku,Bishiri North,2023,34,153,37,22,1.088235294117647,0.6470588235294118,0.5945945945945946,NA,NA,NA
44868336,NA,Obanliku,Bishiri South,2023,28,93,28,18,1,0.6428571428571429,0.6428571428571429,NA,NA,NA
86467349,NA,Obanliku,Bebi,2023,11,15,3,0,0.2727272727272727,0,0,NA,NA,NA
69422613,NA,Obanliku,Bebi,2023,33,45,23,3,0.696969696969697,0.09090909090909091,0.13043478260869565,NA,NA,NA
14826879,NA,Obanliku,Utanga,2023,6,21,6,5,1,0.8333333333333334,0.8333333333333334,NA,NA,NA
65747374,NA,Obanliku,Bebi,2023,10,25,7,5,0.7,0.5,0.7142857142857143,NA,NA,NA
85767487,NA,Obanliku,Utanga,2023,21,56,17,8,0.8095238095238095,0.38095238095238093,0.47058823529411764,NA,NA,NA
19855890,NA,Biase,Biakpan,2024,30,70,30,12,1,0.4,0.4,NA,NA,NA
44843057,NA,Biase,Umon South,2024,35,121,31,26,0.8857142857142857,0.7428571428571429,0.8387096774193549,NA,NA,NA
23154483,NA,Biase,Ehom,2024,42,100,34,14,0.8095238095238095,0.3333333333333333,0.4117647058823529,NA,NA,NA
65168434,NA,Yakurr,Epenti,2024,59,202,50,44,0.847457627118644,0.7457627118644068,0.88,NA,NA,NA
44092676,NA,Odukpani,Eniong,2024,35,134,38,33,1.0857142857142856,0.9428571428571428,0.868421052631579,NA,NA,NA
18910733,NA,Odukpani,Eki,2024,64,160,45,32,0.703125,0.5,0.7111111111111111,NA,NA,NA
77745065,NA,Odukpani,Eki,2024,142,367,140,62,0.9859154929577465,0.43661971830985913,0.44285714285714284,NA,NA,NA
40555040,NA,Odukpani,Eniong,2024,54,178,46,37,0.8518518518518519,0.6851851851851852,0.8043478260869565,NA,NA,NA
49033920,NA,Odukpani,Eki,2024,43,91,35,8,0.813953488372093,0.18604651162790697,0.22857142857142856,NA,NA,NA
44439684,NA,Odukpani,Obom-Itiat/Mbiabo/Ediong,2024,60,160,64,32,1.0666666666666667,0.5333333333333333,0.5,NA,NA,NA
50738137,NA,Odukpani,Obom-Itiat/Mbiabo/Ediong,2024,64,166,64,30,1,0.46875,0.46875,NA,NA,NA
78127744,NA,Odukpani,Obom-Itiat/Mbiabo/Ediong,2024,79,203,79,38,1,0.4810126582278481,0.4810126582278481,NA,NA,NA
74117115,NA,Odukpani,Eniong,2024,98,245,85,12,0.8673469387755102,0.12244897959183673,0.1411764705882353,NA,NA,NA
79871378,NA,Odukpani,Ito-Idere-Ukwa,2024,16,78,16,12,1,0.75,0.75,NA,NA,NA
25189199,NA,Odukpani,Ito-Idere-Ukwa,2024,52,113,33,15,0.6346153846153846,0.28846153846153844,0.45454545454545453,NA,NA,NA
82719532,NA,Biase,Umon South,2024,106,165,78,21,0.7358490566037735,0.19811320754716982,0.2692307692307692,NA,NA,NA
23500589,NA,Biase,Umon North,2024,13,34,13,2,1,0.15384615384615385,0.15384615384615385,NA,NA,NA
25702812,NA,Biase,Umon North,2024,36,77,26,9,0.7222222222222222,0.25,0.34615384615384615,NA,NA,NA
20019481,NA,Odukpani,Eki,2024,67,103,46,5,0.6865671641791045,0.07462686567164178,0.10869565217391304,NA,NA,NA
68022310,NA,Biase,Umon South,2024,27,57,22,15,0.8148148148148148,0.5555555555555556,0.6818181818181818,NA,NA,NA
19741247,NA,Biase,Umon South,2024,56,203,48,52,0.8571428571428571,0.9285714285714286,1.0833333333333333,NA,NA,NA
56130516,NA,Biase,Umon North,2024,109,544,100,105,0.9174311926605505,0.963302752293578,1.05,NA,NA,NA
40155280,NA,Biase,Umon North,2024,22,73,16,14,0.7272727272727273,0.6363636363636364,0.875,NA,NA,NA
73924706,NA,Biase,Umon North,2024,16,43,11,6,0.6875,0.375,0.5454545454545454,NA,NA,NA
87651424,NA,Biase,Ehom,2024,59,127,42,28,0.711864406779661,0.4745762711864407,0.6666666666666666,NA,NA,NA
47978653,NA,Odukpani,Odot,2024,70,126,70,5,1,0.07142857142857142,0.07142857142857142,NA,NA,NA
87188090,NA,Odukpani,Ito-Idere-Ukwa,2024,173,352,171,25,0.9884393063583815,0.14450867052023122,0.14619883040935672,NA,NA,NA
34298119,NA,Odukpani,Ito-Idere-Ukwa,2024,74,175,64,21,0.8648648648648649,0.28378378378378377,0.328125,NA,NA,NA
75575519,NA,Biase,Umon North,2024,28,46,18,9,0.6428571428571429,0.32142857142857145,0.5,NA,NA,NA
75423605,NA,Biase,Ehom,2024,38,124,32,32,0.8421052631578947,0.8421052631578947,1,NA,NA,NA
25809035,NA,Biase,Biakpan,2024,88,172,69,31,0.7840909090909091,0.3522727272727273,0.4492753623188406,NA,NA,NA
70614904,NA,Biase,Umon North,2024,56,284,45,42,0.8035714285714286,0.75,0.9333333333333333,NA,NA,NA
76106711,NA,Biase,Akpet Abini,2024,19,66,22,14,1.1578947368421053,0.7368421052631579,0.6363636363636364,NA,NA,NA
14895554,NA,Biase,Ehom,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
22346783,NA,Biase,Umon North,2024,31,97,20,14,0.6451612903225806,0.45161290322580644,0.7,NA,NA,NA
45874194,NA,Biase,Umon North,2024,42,107,38,5,0.9047619047619048,0.11904761904761904,0.13157894736842105,NA,NA,NA
73054079,NA,Biase,Akpet Abini,2024,44,117,37,12,0.8409090909090909,0.2727272727272727,0.32432432432432434,NA,NA,NA
42564894,NA,Biase,Akpet Abini,2024,17,66,20,19,1.1764705882352942,1.1176470588235294,0.95,NA,NA,NA
38871669,NA,Biase,Akpet Abini,2024,69,153,46,2,0.6666666666666666,0.028985507246376812,0.043478260869565216,NA,NA,NA
19620781,NA,Yakurr,Mkpani/Agoi,2024,131,378,105,77,0.8015267175572519,0.5877862595419847,0.7333333333333333,NA,NA,NA
54515161,NA,Biase,Abayong,2024,25,76,23,11,0.92,0.44,0.4782608695652174,NA,NA,NA
70926088,NA,Biase,Erie North,2024,68,84,52,4,0.7647058823529411,0.058823529411764705,0.07692307692307693,NA,NA,NA
42478165,NA,Biase,Erie South,2024,34,76,27,6,0.7941176470588235,0.17647058823529413,0.2222222222222222,NA,NA,NA
35723991,NA,Biase,Erie North,2024,47,132,38,26,0.8085106382978723,0.5531914893617021,0.6842105263157895,NA,NA,NA
23960613,NA,Biase,Abayong,2024,55,173,48,30,0.8727272727272727,0.5454545454545454,0.625,NA,NA,NA
41537582,NA,Biase,Erie North,2024,70,91,25,15,0.35714285714285715,0.21428571428571427,0.6,NA,NA,NA
74911660,NA,Abi,Ebom/Ebijakara,2024,241,691,212,133,0.8796680497925311,0.5518672199170125,0.6273584905660378,NA,NA,NA
19184729,NA,Abi,Ebom/Ebijakara,2024,29,141,42,17,1.4482758620689655,0.5862068965517241,0.40476190476190477,NA,NA,NA
12901731,NA,Abi,Afafanyi/Igonigoni,2024,60,322,77,60,1.2833333333333334,1,0.7792207792207793,NA,NA,NA
13121376,NA,Biase,Ikun/Eteno,2024,38,81,32,9,0.8421052631578947,0.23684210526315788,0.28125,NA,NA,NA
26827241,NA,Biase,Erie South,2024,60,121,48,10,0.8,0.16666666666666666,0.20833333333333334,NA,NA,NA
38425692,NA,Biase,Agwagune/Okureke,2024,37,98,34,21,0.918918918918919,0.5675675675675675,0.6176470588235294,NA,NA,NA
73274000,NA,Biase,Ikun/Eteno,2024,92,182,43,24,0.4673913043478261,0.2608695652173913,0.5581395348837209,NA,NA,NA
21483378,NA,Biase,Akpet Abini,2024,332,1084,213,54,0.641566265060241,0.16265060240963855,0.2535211267605634,NA,NA,NA
78382033,NA,Biase,Agwagune/Okureke,2024,60,176,49,38,0.8166666666666667,0.6333333333333333,0.7755102040816326,NA,NA,NA
41723162,NA,Biase,Akpet Abini,2024,83,197,79,32,0.9518072289156626,0.3855421686746988,0.4050632911392405,NA,NA,NA
45600472,NA,Yakurr,Idomi,2024,25,87,26,19,1.04,0.76,0.7307692307692307,NA,NA,NA
56823892,NA,Biase,Adim,2024,14,88,14,20,1,1.4285714285714286,1.4285714285714286,NA,NA,NA
55229978,NA,Biase,Erie South,2024,59,152,54,27,0.9152542372881356,0.4576271186440678,0.5,NA,NA,NA
20864412,NA,Biase,Agwagune/Okureke,2024,132,378,115,59,0.8712121212121212,0.44696969696969696,0.5130434782608696,NA,NA,NA
80420318,NA,Biase,Ikun/Eteno,2024,67,174,56,32,0.835820895522388,0.47761194029850745,0.5714285714285714,NA,NA,NA
67331963,NA,Biase,Adim,2024,189,467,169,63,0.8941798941798942,0.3333333333333333,0.3727810650887574,NA,NA,NA
49249814,NA,Biase,Akpet Abini,2024,72,186,68,25,0.9444444444444444,0.3472222222222222,0.36764705882352944,NA,NA,NA
73228437,NA,Biase,Abayong,2024,27,65,23,12,0.8518518518518519,0.4444444444444444,0.5217391304347826,NA,NA,NA
86189273,NA,Yakurr,Ijom,2024,213,1460,203,130,0.9530516431924883,0.6103286384976526,0.6403940886699507,NA,NA,NA
69011802,NA,Abi,Ebom/Ebijakara,2024,20,80,25,14,1.25,0.7,0.56,NA,NA,NA
49601354,NA,Biase,Abayong,2024,35,79,33,8,0.9428571428571428,0.22857142857142856,0.24242424242424243,NA,NA,NA
76348031,NA,Biase,Abayong,2024,42,170,45,29,1.0714285714285714,0.6904761904761905,0.6444444444444445,NA,NA,NA
30175930,NA,Yakurr,Ijiman,2024,7,19,5,5,0.7142857142857143,0.7142857142857143,1,NA,NA,NA
74682830,NA,Yakurr,Ijom,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
78228826,NA,Yakurr,Idomi,2024,121,368,107,90,0.8842975206611571,0.743801652892562,0.8411214953271028,NA,NA,NA
32444048,NA,Yakurr,Ijiman,2024,103,360,109,80,1.058252427184466,0.7766990291262136,0.7339449541284404,NA,NA,NA
28816551,NA,Yakurr,Ijom,2024,104,351,87,55,0.8365384615384616,0.5288461538461539,0.632183908045977,NA,NA,NA
76071249,NA,Yakurr,Ijiman,2024,23,44,16,4,0.6956521739130435,0.17391304347826086,0.25,NA,NA,NA
84606802,NA,Yakurr,Ijiman,2024,46,271,46,44,1,0.9565217391304348,0.9565217391304348,NA,NA,NA
84612326,NA,Yakurr,Ijom,2024,53,165,46,28,0.8679245283018868,0.5283018867924528,0.6086956521739131,NA,NA,NA
12382872,NA,Yakurr,Biko Biko,2024,122,267,116,31,0.9508196721311475,0.2540983606557377,0.2672413793103448,NA,NA,NA
69706803,NA,Abi,Afafanyi/Igonigoni,2024,82,173,78,13,0.9512195121951219,0.15853658536585366,0.16666666666666666,NA,NA,NA
25741931,NA,Abi,Usumotong,2024,32,96,26,17,0.8125,0.53125,0.6538461538461539,NA,NA,NA
55946506,NA,Abi,Usumotong,2024,34,61,17,6,0.5,0.17647058823529413,0.35294117647058826,NA,NA,NA
28545183,NA,Abi,Ediba/Anong,2024,86,301,89,41,1.0348837209302326,0.47674418604651164,0.4606741573033708,NA,NA,NA
12837406,NA,Abi,Ediba/Anong,2024,29,67,30,10,1.0344827586206897,0.3448275862068966,0.3333333333333333,NA,NA,NA
21130094,NA,Abi,Itigidi,2024,46,128,49,22,1.065217391304348,0.4782608695652174,0.4489795918367347,NA,NA,NA
79803775,NA,Abi,Afafanyi/Igonigoni,2024,26,59,28,5,1.0769230769230769,0.19230769230769232,0.17857142857142858,NA,NA,NA
23664474,NA,Abi,Afafanyi/Igonigoni,2024,53,115,50,18,0.9433962264150944,0.33962264150943394,0.36,NA,NA,NA
39829959,NA,Abi,Usumotong,2024,20,34,16,3,0.8,0.15,0.1875,NA,NA,NA
39116133,NA,Abi,Itigidi,2024,42,120,49,35,1.1666666666666667,0.8333333333333334,0.7142857142857143,NA,NA,NA
20398002,NA,Abi,Afafanyi/Igonigoni,2024,188,503,137,95,0.7287234042553191,0.5053191489361702,0.6934306569343066,NA,NA,NA
45573328,NA,Yakurr,Ikpakapit,2024,75,324,75,69,1,0.92,0.92,NA,NA,NA
63900053,NA,Abi,Ediba/Anong,2024,38,168,45,41,1.1842105263157894,1.0789473684210527,0.9111111111111111,NA,NA,NA
28045295,NA,Abi,Ediba/Anong,2024,43,82,31,12,0.7209302325581395,0.27906976744186046,0.3870967741935484,NA,NA,NA
62086120,NA,Abi,Usumotong,2024,107,298,104,57,0.9719626168224299,0.5327102803738317,0.5480769230769231,NA,NA,NA
13028489,NA,Yakurr,Biko Biko,2024,77,272,77,78,1,1.0129870129870129,1.0129870129870129,NA,NA,NA
20143259,NA,Yakurr,Ikpakapit,2024,172,580,172,158,1,0.9186046511627907,0.9186046511627907,NA,NA,NA
34257127,NA,Yakurr,Biko Biko,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
34224575,NA,Yakurr,Biko Biko,2024,204,832,212,165,1.0392156862745099,0.8088235294117647,0.7783018867924528,NA,NA,NA
44605404,NA,Yakurr,Ikpakapit,2024,256,625,251,87,0.98046875,0.33984375,0.3466135458167331,NA,NA,NA
16038982,NA,Yakurr,Ikpakapit,2024,86,167,43,22,0.5,0.2558139534883721,0.5116279069767442,NA,NA,NA
57060432,NA,Abi,Itigidi,2024,54,118,46,20,0.8518518518518519,0.37037037037037035,0.43478260869565216,NA,NA,NA
50271045,NA,Abi,Afafanyi/Igonigoni,2024,23,48,24,6,1.0434782608695652,0.2608695652173913,0.25,NA,NA,NA
57037841,NA,Abi,Itigidi,2024,59,147,60,25,1.0169491525423728,0.423728813559322,0.4166666666666667,NA,NA,NA
67460819,NA,Abi,Itigidi,2024,207,527,201,92,0.9710144927536232,0.4444444444444444,0.4577114427860697,NA,NA,NA
75306464,NA,Abi,Ekureku 2,2024,28,102,28,24,1,0.8571428571428571,0.8571428571428571,NA,NA,NA
50597237,NA,Abi,Ediba/Anong,2024,65,143,44,19,0.676923076923077,0.2923076923076923,0.4318181818181818,NA,NA,NA
57613044,NA,Abi,Ekureku 2,2024,13,35,11,8,0.8461538461538461,0.6153846153846154,0.7272727272727273,NA,NA,NA
16428793,NA,Abi,Itigidi,2024,84,189,73,23,0.8690476190476191,0.27380952380952384,0.3150684931506849,NA,NA,NA
17354125,NA,Abi,Ekureku 2,2024,135,439,135,91,1,0.674074074074074,0.674074074074074,NA,NA,NA
17158837,NA,Abi,Ekureku 2,2024,91,430,107,76,1.1758241758241759,0.8351648351648352,0.7102803738317757,NA,NA,NA
55007518,NA,Abi,Ekureku 2,2024,108,275,105,25,0.9722222222222222,0.23148148148148148,0.23809523809523808,NA,NA,NA
70260459,NA,Abi,Ekureku 1,2024,66,139,53,29,0.803030303030303,0.4393939393939394,0.5471698113207547,NA,NA,NA
50241062,NA,Yakurr,Ikpakapit,2024,96,458,96,85,1,0.8854166666666666,0.8854166666666666,NA,NA,NA
69080223,NA,Abi,Ediba/Anong,2024,61,128,47,26,0.7704918032786885,0.4262295081967213,0.5531914893617021,NA,NA,NA
33572715,NA,Abi,Ediba/Anong,2024,80,311,78,61,0.975,0.7625,0.782051282051282,NA,NA,NA
51687109,NA,Abi,Adadama,2024,76,160,55,31,0.7236842105263158,0.40789473684210525,0.5636363636363636,NA,NA,NA
42459545,NA,Abi,Adadama,2024,26,85,28,13,1.0769230769230769,0.5,0.4642857142857143,NA,NA,NA
64030011,NA,Abi,Adadama,2024,42,187,46,23,1.0952380952380953,0.5476190476190477,0.5,NA,NA,NA
64407426,NA,Abi,Ekureku 1,2024,37,186,56,42,1.5135135135135136,1.135135135135135,0.75,NA,NA,NA
36889206,NA,Abi,Adadama,2024,263,760,267,113,1.015209125475285,0.4296577946768061,0.4232209737827715,NA,NA,NA
52725218,NA,Abi,Adadama,2024,89,198,64,23,0.7191011235955056,0.25842696629213485,0.359375,NA,NA,NA
23740129,NA,Abi,Adadama,2024,30,123,33,20,1.1,0.6666666666666666,0.6060606060606061,NA,NA,NA
49411258,NA,Abi,Adadama,2024,16,20,7,2,0.4375,0.125,0.2857142857142857,NA,NA,NA
33939556,NA,Yakurr,Epenti,2024,50,240,52,43,1.04,0.86,0.8269230769230769,NA,NA,NA
54317346,NA,Yakurr,Ajere,2024,83,201,75,35,0.9036144578313253,0.42168674698795183,0.4666666666666667,NA,NA,NA
35804563,NA,Yakurr,Epenti,2024,41,195,44,42,1.0731707317073171,1.024390243902439,0.9545454545454546,NA,NA,NA
53018489,NA,Abi,Ekureku 1,2024,33,73,28,7,0.8484848484848485,0.21212121212121213,0.25,NA,NA,NA
43603099,NA,Abi,Ekureku 1,2024,43,198,40,38,0.9302325581395349,0.8837209302325582,0.95,NA,NA,NA
12862259,NA,Abi,Ekureku 1,2024,71,259,81,50,1.1408450704225352,0.704225352112676,0.6172839506172839,NA,NA,NA
60355876,NA,Akpabuyo,Edem Odo,2024,104,374,101,81,0.9711538461538461,0.7788461538461539,0.801980198019802,NA,NA,NA
75639307,NA,Calabar Municipal,Edim Otop,2024,28,73,24,14,0.8571428571428571,0.5,0.5833333333333334,NA,NA,NA
70186556,NA,Calabar South,Calabar South Ward 8,2024,189,686,189,168,1,0.8888888888888888,0.8888888888888888,NA,NA,NA
40461802,NA,Calabar South,Calabar South Ward 11,2024,111,287,111,29,1,0.26126126126126126,0.26126126126126126,NA,NA,NA
75724635,NA,Calabar South,Calabar South Ward 11,2024,74,179,67,28,0.9054054054054054,0.3783783783783784,0.417910447761194,NA,NA,NA
76709244,NA,Calabar South,Calabar South Ward 11,2024,137,317,153,16,1.1167883211678833,0.11678832116788321,0.10457516339869281,NA,NA,NA
52286865,NA,Calabar South,Calabar South Ward 11,2024,224,627,191,111,0.8526785714285714,0.4955357142857143,0.581151832460733,NA,NA,NA
49474094,NA,Calabar South,Calabar South Ward 11,2024,149,319,140,16,0.9395973154362416,0.10738255033557047,0.11428571428571428,NA,NA,NA
59847719,NA,Calabar South,Calabar South Ward 9,2024,197,460,185,42,0.9390862944162437,0.2131979695431472,0.22702702702702704,NA,NA,NA
50140446,NA,Calabar South,Calabar South Ward 7,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
55769978,NA,Calabar South,Calabar South Ward 8,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
85418939,NA,Calabar South,Calabar South Ward 5,2024,507,1431,499,298,0.9842209072978304,0.5877712031558185,0.5971943887775552,NA,NA,NA
28171667,NA,Calabar South,Calabar South Ward 8,2024,334,764,334,102,1,0.30538922155688625,0.30538922155688625,NA,NA,NA
14905844,NA,Calabar South,Calabar South Ward 11,2024,61,165,34,36,0.5573770491803278,0.5901639344262295,1.0588235294117647,NA,NA,NA
79867870,NA,Calabar South,Calabar South Ward 11,2024,175,582,131,108,0.7485714285714286,0.6171428571428571,0.8244274809160306,NA,NA,NA
52029999,NA,Calabar South,Calabar South Ward 12,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
78447579,NA,Calabar South,Calabar South Ward 11,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
51714589,NA,Calabar South,Calabar South Ward 11,2024,203,717,200,137,0.9852216748768473,0.6748768472906403,0.685,NA,NA,NA
56412230,NA,Calabar South,Calabar South Ward 11,2024,211,630,208,97,0.985781990521327,0.4597156398104265,0.46634615384615385,NA,NA,NA
43699759,NA,Calabar South,Calabar South Ward 11,2024,2,2,1,0,0.5,0,0,NA,NA,NA
79617606,NA,Calabar South,Calabar South Ward 11,2024,178,430,178,54,1,0.30337078651685395,0.30337078651685395,NA,NA,NA
50118210,NA,Calabar South,Calabar South Ward 8,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
27027636,NA,Calabar South,Calabar South Ward 12,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
45003729,NA,Calabar South,Calabar South Ward 12,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
23850157,NA,Calabar South,Calabar South Ward 12,2024,14,14,4,0,0.2857142857142857,0,0,NA,NA,NA
64798434,NA,Calabar South,Calabar South Ward 12,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
63996933,NA,Calabar South,Calabar South Ward 12,2024,224,454,220,50,0.9821428571428571,0.22321428571428573,0.22727272727272727,NA,NA,NA
13553588,NA,Calabar South,Calabar South Ward 12,2024,5,7,5,0,1,0,0,NA,NA,NA
51404551,NA,Calabar South,Calabar South Ward 5,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
23298898,NA,Calabar South,Calabar South Ward 12,2024,589,2599,485,328,0.8234295415959253,0.5568760611205433,0.6762886597938145,NA,NA,NA
82824846,NA,Calabar South,Calabar South Ward 12,2024,291,665,291,94,1,0.3230240549828179,0.3230240549828179,NA,NA,NA
82537043,NA,Calabar South,Calabar South Ward 12,2024,154,551,156,122,1.0129870129870129,0.7922077922077922,0.782051282051282,NA,NA,NA
37472089,NA,Calabar South,Calabar South Ward 7,2024,507,1158,507,95,1,0.1873767258382643,0.1873767258382643,NA,NA,NA
80670005,NA,Calabar South,Calabar Ward 1,2024,21,38,19,4,0.9047619047619048,0.19047619047619047,0.21052631578947367,NA,NA,NA
38110107,NA,Calabar South,Calabar South Ward 12,2024,204,464,204,75,1,0.36764705882352944,0.36764705882352944,NA,NA,NA
72259857,NA,Calabar Municipal,Edim Otop,2024,118,483,68,80,0.576271186440678,0.6779661016949152,1.1764705882352942,NA,NA,NA
44109521,NA,Calabar South,Calabar Ward 10,2024,82,157,82,20,1,0.24390243902439024,0.24390243902439024,NA,NA,NA
36751476,NA,Calabar South,Calabar South Ward 12,2024,315,799,315,100,1,0.31746031746031744,0.31746031746031744,NA,NA,NA
57101542,NA,Calabar Municipal,Akim,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
81851286,NA,Calabar South,Calabar South Ward 12,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
40013891,NA,Akpabuyo,Edem Odo,2024,163,320,172,29,1.0552147239263803,0.17791411042944785,0.1686046511627907,NA,NA,NA
75315584,NA,Calabar Municipal,Big Qua,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
41435844,NA,Calabar South,Calabar South Ward 4,2024,236,536,236,70,1,0.2966101694915254,0.2966101694915254,NA,NA,NA
32119746,NA,Calabar South,Calabar South Ward 6,2024,693,1350,627,153,0.9047619047619048,0.22077922077922077,0.24401913875598086,NA,NA,NA
72884757,NA,Calabar South,Calabar South Ward 4,2024,23,60,14,3,0.6086956521739131,0.13043478260869565,0.21428571428571427,NA,NA,NA
79696319,NA,Calabar South,Calabar South Ward 4,2024,60,213,56,47,0.9333333333333333,0.7833333333333333,0.8392857142857143,NA,NA,NA
61771815,NA,Calabar South,Calabar South Ward 2,2024,279,557,270,99,0.967741935483871,0.3548387096774194,0.36666666666666664,NA,NA,NA
29670894,NA,Calabar South,Calabar South Ward 5,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
16565917,NA,Calabar South,Calabar South Ward 3,2024,321,608,324,3,1.0093457943925233,0.009345794392523364,0.009259259259259259,NA,NA,NA
65641915,NA,Calabar South,Calabar South Ward 3,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
68208446,NA,Calabar South,Calabar South Ward 3,2024,176,506,181,62,1.0284090909090908,0.3522727272727273,0.3425414364640884,NA,NA,NA
72864218,NA,Calabar Municipal,Big Qua,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
19217879,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
19853657,NA,Odukpani,Creek Town 1,2024,74,174,68,15,0.918918918918919,0.20270270270270271,0.22058823529411764,NA,NA,NA
18866619,NA,Calabar South,Calabar Ward 10,2024,36,149,36,37,1,1.0277777777777777,1.0277777777777777,NA,NA,NA
38954769,NA,Calabar South,Calabar South Ward 6,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
42233265,NA,Calabar South,Calabar Ward 1,2024,144,332,126,48,0.875,0.3333333333333333,0.38095238095238093,NA,NA,NA
53942470,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
44390148,NA,Calabar South,Calabar Ward 1,2024,91,286,87,57,0.9560439560439561,0.6263736263736264,0.6551724137931034,NA,NA,NA
57622540,NA,Calabar Municipal,Akim,2024,53,297,69,39,1.3018867924528301,0.7358490566037735,0.5652173913043478,NA,NA,NA
73778382,NA,Calabar Municipal,Akim,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
24050287,NA,Calabar Municipal,Diamond,2024,76,171,71,23,0.9342105263157895,0.3026315789473684,0.323943661971831,NA,NA,NA
60751779,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
48856985,NA,Calabar Municipal,Big Qua,2024,126,306,107,44,0.8492063492063492,0.3492063492063492,0.411214953271028,NA,NA,NA
49729677,NA,Calabar Municipal,Diamond,2024,48,103,47,12,0.9791666666666666,0.25,0.2553191489361702,NA,NA,NA
31352027,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
84194724,NA,Calabar Municipal,Big Qua,2024,10,19,10,1,1,0.1,0.1,NA,NA,NA
86190734,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
16927272,NA,Calabar Municipal,Ikot Ansa,2024,108,257,96,35,0.8888888888888888,0.32407407407407407,0.3645833333333333,NA,NA,NA
72084565,NA,Odukpani,Creek Town 2,2024,17,36,14,2,0.8235294117647058,0.11764705882352941,0.14285714285714285,NA,NA,NA
12822344,NA,Odukpani,Creek Town 2,2024,65,162,63,14,0.9692307692307692,0.2153846153846154,0.2222222222222222,NA,NA,NA
81773517,NA,Odukpani,Creek Town 2,2024,41,98,35,11,0.8536585365853658,0.2682926829268293,0.3142857142857143,NA,NA,NA
15969361,NA,Odukpani,Creek Town 2,2024,51,108,48,16,0.9411764705882353,0.3137254901960784,0.3333333333333333,NA,NA,NA
61118096,NA,Odukpani,Creek Town 2,2024,76,126,51,9,0.6710526315789473,0.11842105263157894,0.17647058823529413,NA,NA,NA
38489080,NA,Odukpani,Creek Town 2,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
73774224,NA,Odukpani,Akamkpa,2024,112,202,72,26,0.6428571428571429,0.23214285714285715,0.3611111111111111,NA,NA,NA
50315522,NA,Odukpani,Ekori-Anaku,2024,63,159,56,8,0.8888888888888888,0.12698412698412698,0.14285714285714285,NA,NA,NA
16459317,NA,Odukpani,Akamkpa,2024,77,216,84,32,1.0909090909090908,0.4155844155844156,0.38095238095238093,NA,NA,NA
36577745,NA,Odukpani,Akamkpa,2024,119,249,119,47,1,0.3949579831932773,0.3949579831932773,NA,NA,NA
57204005,NA,Odukpani,Ekori-Anaku,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
55508817,NA,Calabar Municipal,Diamond,2024,0,0,0,0,NA,NA,NA,NA,NA,NA
56687071,NA,Odukpani,Creek Town 1,2024,103,222,109,50,1.058252427184466,0.4854368932038835,0.45871559633027525,NA,NA,NA
38390229,NA,Odukpani,Creek Town 1,2024,92,213,90,41,0.9782608695652174,0.44565217391304346,0.45555555555555555,NA,NA,NA
64058206,NA,Odukpani,Adiabo-Efut,2024,56,179,55,48,0.9821428571428571,0.8571428571428571,0.8727272727272727,NA,NA,NA
14981516,NA,Calabar Municipal,Ikot Ansa,2024,202,1250,141,125,0.698019801980198,0.6188118811881188,0.8865248226950354,NA,NA,NA
24673196,NA,Calabar Municipal,Kasuk,2024,84,212,74,38,0.8809523809523809,0.4523809523809524,0.5135135135135135,NA,NA,NA
13097284,NA,Odukpani,Odukpani Central,2024,26,48,27,2,1.0384615384615385,0.07692307692307693,0.07407407407407407,NA,NA,NA
