UID,organisationunitname,lga,ward,year,ANC1,ANCA,IPT1,IPT3,IPT1_per_ANC1,IPT3_per_ANC1,IPT3_per_IPT1,ANC1_per_Preg,IPT3_per_Preg,LLIN_per_Preg
36975167,NA,Ogoja,Ekajuk 1,2022,127,285,92,24,0.7244094488188977,0.1889763779527559,0.2608695652173913,NA,NA,NA
73795084,NA,Ogoja,Ekajuk 1,2022,44,92,49,13,1.1136363636363635,0.29545454545454547,0.2653061224489796,NA,NA,NA
86965371,NA,Ogoja,Ekajuk 1,2022,40,84,43,9,1.075,0.225,0.20930232558139536,NA,NA,NA
24498028,NA,Ogoja,Ekajuk 1,2022,73,253,71,56,0.9726027397260274,0.7671232876712328,0.7887323943661971,NA,NA,NA
56702962,NA,Ogoja,Ekajuk 2,2022,30,121,23,7,0.7666666666666667,0.23333333333333334,0.30434782608695654,NA,NA,NA
45375728,NA,Ikom,Abanyom,2022,35,98,29,15,0.8285714285714286,0.42857142857142855,0.5172413793103449,NA,NA,NA
36387671,NA,Ogoja,Ekajuk 1,2022,88,226,85,38,0.9659090909090909,0.4318181818181818,0.4470588235294118,NA,NA,NA
35322810,NA,Ogoja,Nkum-Irede,2022,123,306,116,44,0.943089430894309,0.35772357723577236,0.3793103448275862,NA,NA,NA
41487739,NA,Yala,Ebo/Yahe,2022,46,51,25,0,0.5434782608695652,0,0,NA,NA,NA
82501785,NA,Ogoja,Nkum-Irede,2022,0,0,3,0,NA,NA,0,NA,NA,NA
38689578,NA,Ogoja,Ekajuk 2,2022,51,94,45,15,0.8823529411764706,0.29411764705882354,0.3333333333333333,NA,NA,NA
84330971,NA,Ogoja,Nkum Ibor,2022,49,73,19,14,0.3877551020408163,0.2857142857142857,0.7368421052631579,NA,NA,NA
25006480,NA,Akamkpa,Ikpai,2022,83,225,82,29,0.9879518072289156,0.3493975903614458,0.35365853658536583,NA,NA,NA
72619277,NA,Akamkpa,Ikpai,2022,117,198,87,31,0.7435897435897436,0.26495726495726496,0.3563218390804598,NA,NA,NA
41981554,NA,Etung,Mkpot,2022,203,388,168,41,0.8275862068965517,0.2019704433497537,0.24404761904761904,NA,NA,NA
53851604,NA,Etung,Abijang,2022,86,182,72,22,0.8372093023255814,0.2558139534883721,0.3055555555555556,NA,NA,NA
41570290,NA,Etung,Ekim,2022,129,237,135,20,1.0465116279069768,0.15503875968992248,0.14814814814814814,NA,NA,NA
28759894,NA,Etung,Mkpot,2022,46,163,45,33,0.9782608695652174,0.717391304347826,0.7333333333333333,NA,NA,NA
78396523,NA,Etung,Itaka,2022,36,136,35,44,0.9722222222222222,1.2222222222222223,1.2571428571428571,NA,NA,NA
46661895,NA,Etung,Abijang,2022,17,49,23,8,1.3529411764705883,0.47058823529411764,0.34782608695652173,NA,NA,NA
70936127,NA,Etung,Ekim,2022,13,47,16,13,1.2307692307692308,1,0.8125,NA,NA,NA
47879667,NA,Ikom,Ikom 1,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
55329834,NA,Etung,Ekim,2022,47,124,46,23,0.9787234042553191,0.48936170212765956,0.5,NA,NA,NA
27891544,NA,Etung,Ekim,2022,41,84,38,4,0.926829268292683,0.0975609756097561,0.10526315789473684,NA,NA,NA
62379148,NA,Ikom,Ikom 2,2022,207,260,154,12,0.7439613526570048,0.057971014492753624,0.07792207792207792,NA,NA,NA
79379281,NA,Ikom,Ikom 2,2022,29,78,28,16,0.9655172413793104,0.5517241379310345,0.5714285714285714,NA,NA,NA
21768845,NA,Ikom,Ikom 2,2022,34,153,29,31,0.8529411764705882,0.9117647058823529,1.0689655172413792,NA,NA,NA
24558713,NA,Ikom,Ikom 1,2022,14,14,8,0,0.5714285714285714,0,0,NA,NA,NA
34869124,NA,Ikom,Ikom 1,2022,1922,5194,1204,995,0.6264308012486993,0.5176899063475546,0.8264119601328903,NA,NA,NA
20110256,NA,Ikom,Ikom 2,2022,23,40,11,8,0.4782608695652174,0.34782608695652173,0.7272727272727273,NA,NA,NA
50995870,NA,Ikom,Ikom 2,2022,7,13,5,0,0.7142857142857143,0,0,NA,NA,NA
33562552,NA,Ikom,Ikom 2,2022,24,33,20,2,0.8333333333333334,0.08333333333333333,0.1,NA,NA,NA
81516142,NA,Ikom,Ikom 1,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
40371979,NA,Ikom,Ikom 2,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
61091198,NA,Ikom,Ikom 2,2022,600,1552,600,188,1,0.31333333333333335,0.31333333333333335,NA,NA,NA
36329289,NA,Ikom,Ikom 2,2022,68,119,32,16,0.47058823529411764,0.23529411764705882,0.5,NA,NA,NA
47408700,NA,Ikom,Ikom 1,2022,142,764,116,95,0.8169014084507042,0.6690140845070423,0.8189655172413793,NA,NA,NA
22097353,NA,Ikom,Ikom 2,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
77021483,NA,Ikom,Ikom 1,2022,7,7,0,0,0,0,NA,NA,NA,NA
38582653,NA,Akamkpa,Ojuk North,2022,53,105,55,13,1.0377358490566038,0.24528301886792453,0.23636363636363636,NA,NA,NA
53065048,NA,Akamkpa,Ikpai,2022,184,323,148,45,0.8043478260869565,0.24456521739130435,0.30405405405405406,NA,NA,NA
57680078,NA,Akamkpa,Ikpai,2022,38,101,38,23,1,0.6052631578947368,0.6052631578947368,NA,NA,NA
36713232,NA,Akamkpa,Ikpai,2022,92,184,78,34,0.8478260869565217,0.3695652173913043,0.4358974358974359,NA,NA,NA
35175103,NA,Etung,Itaka,2022,64,157,58,29,0.90625,0.453125,0.5,NA,NA,NA
27205027,NA,Etung,Itaka,2022,35,69,34,1,0.9714285714285714,0.02857142857142857,0.029411764705882353,NA,NA,NA
61256835,NA,Etung,Ajassor,2022,19,81,19,16,1,0.8421052631578947,0.8421052631578947,NA,NA,NA
36074586,NA,Etung,Ajassor,2022,67,252,67,48,1,0.7164179104477612,0.7164179104477612,NA,NA,NA
48354874,NA,Etung,Ajassor,2022,116,214,119,37,1.0258620689655173,0.31896551724137934,0.31092436974789917,NA,NA,NA
83020646,NA,Etung,Ajassor,2022,412,880,412,100,1,0.24271844660194175,0.24271844660194175,NA,NA,NA
78313234,NA,Ikom,Ikom 2,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
25992199,NA,Akamkpa,Ikpai,2022,37,89,38,21,1.027027027027027,0.5675675675675675,0.5526315789473685,NA,NA,NA
45178320,NA,Etung,Etomi,2022,68,193,67,45,0.9852941176470589,0.6617647058823529,0.6716417910447762,NA,NA,NA
36900056,NA,Etung,Agbokim,2022,26,55,27,5,1.0384615384615385,0.19230769230769232,0.18518518518518517,NA,NA,NA
84122177,NA,Etung,Etomi,2022,68,148,66,19,0.9705882352941176,0.27941176470588236,0.2878787878787879,NA,NA,NA
66846187,NA,Etung,Abia,2022,126,396,119,42,0.9444444444444444,0.3333333333333333,0.35294117647058826,NA,NA,NA
41962712,NA,Akamkpa,Ikpai,2022,48,132,40,24,0.8333333333333334,0.5,0.6,NA,NA,NA
20339737,NA,Etung,Abia,2022,26,65,17,16,0.6538461538461539,0.6153846153846154,0.9411764705882353,NA,NA,NA
37261806,NA,Etung,Agbokim,2022,193,452,134,44,0.694300518134715,0.22797927461139897,0.3283582089552239,NA,NA,NA
61500824,NA,Etung,Agbokim,2022,35,95,35,3,1,0.08571428571428572,0.08571428571428572,NA,NA,NA
36449773,NA,Etung,Bendeghe Etiem,2022,26,58,26,2,1,0.07692307692307693,0.07692307692307693,NA,NA,NA
74808688,NA,Etung,Ekim,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
28978739,NA,Obanliku,Becheve,2022,5,6,4,0,0.8,0,0,NA,NA,NA
70143463,NA,Ikom,Ikom 2,2022,39,78,33,13,0.8461538461538461,0.3333333333333333,0.3939393939393939,NA,NA,NA
24706037,NA,Etung,Bendeghe Etiem,2022,18,47,18,5,1,0.2777777777777778,0.2777777777777778,NA,NA,NA
32455378,NA,Ikom,Akparabong,2022,8,10,5,1,0.625,0.125,0.2,NA,NA,NA
14174127,NA,Boki,Abo,2022,58,138,47,21,0.8103448275862069,0.3620689655172414,0.44680851063829785,NA,NA,NA
37276883,NA,Etung,Abia,2022,32,62,26,0,0.8125,0,0,NA,NA,NA
29660378,NA,Boki,Abo,2022,156,288,109,35,0.6987179487179487,0.22435897435897437,0.3211009174311927,NA,NA,NA
78240912,NA,Etung,Bendeghe Etiem,2022,260,480,235,52,0.9038461538461539,0.2,0.22127659574468084,NA,NA,NA
61707734,NA,Boki,Abo,2022,21,35,12,3,0.5714285714285714,0.14285714285714285,0.25,NA,NA,NA
37236937,NA,Boki,Abo,2022,24,63,21,15,0.875,0.625,0.7142857142857143,NA,NA,NA
72727568,NA,Boki,Boje,2022,70,156,68,24,0.9714285714285714,0.34285714285714286,0.35294117647058826,NA,NA,NA
73541375,NA,Boki,Boje,2022,146,375,123,54,0.8424657534246576,0.3698630136986301,0.43902439024390244,NA,NA,NA
13801945,NA,Ikom,Abanyom,2022,32,145,37,41,1.15625,1.28125,1.1081081081081081,NA,NA,NA
21721549,NA,Ikom,Akparabong,2022,16,23,15,1,0.9375,0.0625,0.06666666666666667,NA,NA,NA
67569873,NA,Boki,Buentsebe,2022,27,56,19,2,0.7037037037037037,0.07407407407407407,0.10526315789473684,NA,NA,NA
56690053,NA,Boki,Boje,2022,4,4,4,0,1,0,0,NA,NA,NA
48509922,NA,Boki,Boje,2022,69,115,61,3,0.8840579710144928,0.043478260869565216,0.04918032786885246,NA,NA,NA
26364354,NA,Boki,Boje,2022,97,206,90,10,0.9278350515463918,0.10309278350515463,0.1111111111111111,NA,NA,NA
79097239,NA,Boki,Ogep,2022,26,64,24,10,0.9230769230769231,0.38461538461538464,0.4166666666666667,NA,NA,NA
45407466,NA,Boki,Ekpashi,2022,112,239,95,19,0.8482142857142857,0.16964285714285715,0.2,NA,NA,NA
20198729,NA,Boki,Ekpashi,2022,60,98,51,0,0.85,0,0,NA,NA,NA
30239383,NA,Boki,Ekpashi,2022,52,110,50,6,0.9615384615384616,0.11538461538461539,0.12,NA,NA,NA
57407332,NA,Boki,Alanku,2022,16,22,10,1,0.625,0.0625,0.1,NA,NA,NA
52913031,NA,Boki,Boje,2022,35,73,30,4,0.8571428571428571,0.11428571428571428,0.13333333333333333,NA,NA,NA
17234043,NA,Boki,Boje,2022,60,224,53,49,0.8833333333333333,0.8166666666666667,0.9245283018867925,NA,NA,NA
18510180,NA,Boki,Boje,2022,25,50,17,1,0.68,0.04,0.058823529411764705,NA,NA,NA
19930722,NA,Boki,Ogep,2022,194,649,190,128,0.979381443298969,0.6597938144329897,0.6736842105263158,NA,NA,NA
58658842,NA,Boki,Ogep,2022,138,286,92,38,0.6666666666666666,0.2753623188405797,0.41304347826086957,NA,NA,NA
56316974,NA,Boki,Abo,2022,43,149,38,25,0.8837209302325582,0.5813953488372093,0.6578947368421053,NA,NA,NA
12780089,NA,Boki,Boje,2022,11,12,11,0,1,0,0,NA,NA,NA
21512308,NA,Boki,Abo,2022,38,81,29,10,0.7631578947368421,0.2631578947368421,0.3448275862068966,NA,NA,NA
84833847,NA,Boki,Abo,2022,87,184,77,27,0.8850574712643678,0.3103448275862069,0.35064935064935066,NA,NA,NA
74634100,NA,Boki,Abo,2022,48,72,49,3,1.0208333333333333,0.0625,0.061224489795918366,NA,NA,NA
76707071,NA,Boki,Buentsebe,2022,54,111,42,6,0.7777777777777778,0.1111111111111111,0.14285714285714285,NA,NA,NA
85111683,NA,Boki,Abo,2022,61,110,47,9,0.7704918032786885,0.14754098360655737,0.19148936170212766,NA,NA,NA
84543743,NA,Boki,Boje,2022,76,170,60,26,0.7894736842105263,0.34210526315789475,0.43333333333333335,NA,NA,NA
20295023,NA,Boki,Buentsebe,2022,17,41,18,1,1.0588235294117647,0.058823529411764705,0.05555555555555555,NA,NA,NA
18469039,NA,Boki,Buentsebe,2022,20,26,8,0,0.4,0,0,NA,NA,NA
74330111,NA,Boki,Abo,2022,23,32,22,1,0.9565217391304348,0.043478260869565216,0.045454545454545456,NA,NA,NA
55159261,NA,Boki,Buentsebe,2022,16,21,6,0,0.375,0,0,NA,NA,NA
59361639,NA,Boki,Abo,2022,51,96,24,1,0.47058823529411764,0.0196078431372549,0.041666666666666664,NA,NA,NA
20007545,NA,Obanliku,Becheve,2022,25,101,21,18,0.84,0.72,0.8571428571428571,NA,NA,NA
47409371,NA,Boki,Buentsebe,2022,88,150,66,9,0.75,0.10227272727272728,0.13636363636363635,NA,NA,NA
29996542,NA,Boki,Buentsebe,2022,15,26,10,0,0.6666666666666666,0,0,NA,NA,NA
44421785,NA,Obanliku,Becheve,2022,15,31,12,6,0.8,0.4,0.5,NA,NA,NA
47935852,NA,Obanliku,Becheve,2022,8,11,0,0,0,0,NA,NA,NA,NA
38679255,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
84844504,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
67289847,NA,Boki,Ekpashi,2022,2,3,2,0,1,0,0,NA,NA,NA
82184535,NA,Ogoja,Ekajuk 2,2022,27,106,24,27,0.8888888888888888,1,1.125,NA,NA,NA
70195311,NA,Boki,Ogep,2022,50,89,28,0,0.56,0,0,NA,NA,NA
12817291,NA,Boki,Ogep,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
66910676,NA,Boki,Ogep,2022,83,148,57,24,0.6867469879518072,0.2891566265060241,0.42105263157894735,NA,NA,NA
23055228,NA,Boki,Ogep,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
37766730,NA,Boki,Ogep,2022,8,15,9,0,1.125,0,0,NA,NA,NA
65179389,NA,Ogoja,Ekajuk 2,2022,2,15,2,0,1,0,0,NA,NA,NA
62970374,NA,Ogoja,Nkum Ibor,2022,35,90,42,19,1.2,0.5428571428571428,0.4523809523809524,NA,NA,NA
66760320,NA,Boki,Oku/Borum/Njua,2022,32,135,33,28,1.03125,0.875,0.8484848484848485,NA,NA,NA
65964416,NA,Ogoja,Ekajuk 2,2022,27,69,27,12,1,0.4444444444444444,0.4444444444444444,NA,NA,NA
73998700,NA,Boki,Kakwagom/Bawop,2022,63,135,50,12,0.7936507936507936,0.19047619047619047,0.24,NA,NA,NA
77293310,NA,Boki,Kakwagom/Bawop,2022,165,368,144,50,0.8727272727272727,0.30303030303030304,0.3472222222222222,NA,NA,NA
35843711,NA,Boki,Kakwagom/Bawop,2022,15,41,13,7,0.8666666666666667,0.4666666666666667,0.5384615384615384,NA,NA,NA
35193732,NA,Boki,Kakwagom/Bawop,2022,33,70,31,11,0.9393939393939394,0.3333333333333333,0.3548387096774194,NA,NA,NA
14786626,NA,Boki,Oku/Borum/Njua,2022,63,96,38,4,0.6031746031746031,0.06349206349206349,0.10526315789473684,NA,NA,NA
17765714,NA,Boki,Oku/Borum/Njua,2022,46,129,43,40,0.9347826086956522,0.8695652173913043,0.9302325581395349,NA,NA,NA
87067435,NA,Boki,Ogep,2022,166,844,192,63,1.1566265060240963,0.3795180722891566,0.328125,NA,NA,NA
23112454,NA,Boki,Ogep,2022,20,46,11,6,0.55,0.3,0.5454545454545454,NA,NA,NA
16873452,NA,Boki,Oku/Borum/Njua,2022,38,134,33,19,0.868421052631579,0.5,0.5757575757575758,NA,NA,NA
45008702,NA,Boki,Kakwagom/Bawop,2022,28,64,30,4,1.0714285714285714,0.14285714285714285,0.13333333333333333,NA,NA,NA
75618597,NA,Boki,Bunyia/Okubuchi,2022,7,19,7,1,1,0.14285714285714285,0.14285714285714285,NA,NA,NA
21573384,NA,Boki,Kakwagom/Bawop,2022,9,15,6,0,0.6666666666666666,0,0,NA,NA,NA
69101293,NA,Boki,Kakwagom/Bawop,2022,47,139,43,13,0.9148936170212766,0.2765957446808511,0.3023255813953488,NA,NA,NA
68286808,NA,Ogoja,Mbube West 2,2022,45,163,45,36,1,0.8,0.8,NA,NA,NA
15103666,NA,Boki,Kakwagom/Bawop,2022,78,205,77,33,0.9871794871794872,0.4230769230769231,0.42857142857142855,NA,NA,NA
49282219,NA,Ogoja,Mbube West 1,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
26583940,NA,Boki,Oku/Borum/Njua,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
25955812,NA,Boki,Buentsebe,2022,77,161,13,16,0.16883116883116883,0.2077922077922078,1.2307692307692308,NA,NA,NA
81241801,NA,Boki,Buentsebe,2022,70,128,38,15,0.5428571428571428,0.21428571428571427,0.39473684210526316,NA,NA,NA
33596474,NA,Ogoja,Mbube West 1,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
33617848,NA,Boki,Buda,2022,223,416,203,14,0.9103139013452914,0.06278026905829596,0.06896551724137931,NA,NA,NA
52788811,NA,Boki,Buda,2022,7,12,6,2,0.8571428571428571,0.2857142857142857,0.3333333333333333,NA,NA,NA
61848069,NA,Boki,Buda,2022,94,173,91,3,0.9680851063829787,0.031914893617021274,0.03296703296703297,NA,NA,NA
14855901,NA,Boki,Buda,2022,18,40,17,7,0.9444444444444444,0.3888888888888889,0.4117647058823529,NA,NA,NA
48855960,NA,Boki,Buda,2022,14,22,11,0,0.7857142857142857,0,0,NA,NA,NA
76364162,NA,Boki,Oku/Borum/Njua,2022,117,248,105,14,0.8974358974358975,0.11965811965811966,0.13333333333333333,NA,NA,NA
64658656,NA,Ogoja,Mbube West 1,2022,3,7,3,1,1,0.3333333333333333,0.3333333333333333,NA,NA,NA
66622563,NA,Ogoja,Mbube West 1,2022,118,582,166,67,1.4067796610169492,0.5677966101694916,0.4036144578313253,NA,NA,NA
67183607,NA,Boki,Buda,2022,60,130,60,8,1,0.13333333333333333,0.13333333333333333,NA,NA,NA
38010431,NA,Boki,Bunyia/Okubuchi,2022,68,154,61,22,0.8970588235294118,0.3235294117647059,0.36065573770491804,NA,NA,NA
49256670,NA,Boki,Bunyia/Okubuchi,2022,66,164,50,24,0.7575757575757576,0.36363636363636365,0.48,NA,NA,NA
32494646,NA,Boki,Bunyia/Okubuchi,2022,15,40,17,5,1.1333333333333333,0.3333333333333333,0.29411764705882354,NA,NA,NA
20782018,NA,Boki,Bunyia/Okubuchi,2022,77,265,73,42,0.948051948051948,0.5454545454545454,0.5753424657534246,NA,NA,NA
52460963,NA,Obudu,Alege/Ubang,2022,14,28,15,3,1.0714285714285714,0.21428571428571427,0.2,NA,NA,NA
84855501,NA,Boki,Buda,2022,32,120,32,34,1,1.0625,1.0625,NA,NA,NA
22848058,NA,Boki,Bunyia/Okubuchi,2022,41,133,41,26,1,0.6341463414634146,0.6341463414634146,NA,NA,NA
68945113,NA,Obudu,Alege/Ubang,2022,18,40,19,7,1.0555555555555556,0.3888888888888889,0.3684210526315789,NA,NA,NA
74751056,NA,Boki,Alanku,2022,9,21,11,0,1.2222222222222223,0,0,NA,NA,NA
40128342,NA,Obudu,Alege/Ubang,2022,28,43,21,5,0.75,0.17857142857142858,0.23809523809523808,NA,NA,NA
39749031,NA,Obudu,Ukpe,2022,8,14,5,1,0.625,0.125,0.2,NA,NA,NA
45446707,NA,Obudu,Alege/Ubang,2022,2,9,1,2,0.5,1,2,NA,NA,NA
77039655,NA,Obudu,Alege/Ubang,2022,31,57,23,4,0.7419354838709677,0.12903225806451613,0.17391304347826086,NA,NA,NA
36570764,NA,Obudu,Ukpe,2022,3,11,4,2,1.3333333333333333,0.6666666666666666,0.5,NA,NA,NA
69058057,NA,Obudu,Ukpe,2022,15,31,19,2,1.2666666666666666,0.13333333333333333,0.10526315789473684,NA,NA,NA
69421464,NA,Boki,Buentsebe,2022,92,174,68,12,0.7391304347826086,0.13043478260869565,0.17647058823529413,NA,NA,NA
62134265,NA,Boki,Ekpashi,2022,43,106,37,16,0.8604651162790697,0.37209302325581395,0.43243243243243246,NA,NA,NA
81595211,NA,Boki,Alanku,2022,98,189,93,9,0.9489795918367347,0.09183673469387756,0.0967741935483871,NA,NA,NA
34367353,NA,Obudu,Ukpe,2022,5,16,9,2,1.8,0.4,0.2222222222222222,NA,NA,NA
55092998,NA,Boki,Alanku,2022,38,117,34,14,0.8947368421052632,0.3684210526315789,0.4117647058823529,NA,NA,NA
86923718,NA,Obudu,Begiading,2022,16,25,6,6,0.375,0.375,1,NA,NA,NA
35476093,NA,Obudu,Ukpe,2022,45,66,36,6,0.8,0.13333333333333333,0.16666666666666666,NA,NA,NA
29835303,NA,Obudu,Alege/Ubang,2022,22,27,15,4,0.6818181818181818,0.18181818181818182,0.26666666666666666,NA,NA,NA
41066027,NA,Obudu,Ukpe,2022,34,66,21,18,0.6176470588235294,0.5294117647058824,0.8571428571428571,NA,NA,NA
44542566,NA,Obudu,Ukpe,2022,16,21,14,0,0.875,0,0,NA,NA,NA
36432922,NA,Obudu,Ukpe,2022,4,6,3,1,0.75,0.25,0.3333333333333333,NA,NA,NA
72570591,NA,Obudu,Angiaba / Begiaka,2022,32,51,18,10,0.5625,0.3125,0.5555555555555556,NA,NA,NA
34814349,NA,Boki,Alanku,2022,79,175,80,27,1.0126582278481013,0.34177215189873417,0.3375,NA,NA,NA
32499915,NA,Boki,Beebo/Bumaji,2022,1,3,1,1,1,1,1,NA,NA,NA
26317823,NA,Boki,Beebo/Bumaji,2022,71,136,71,0,1,0,0,NA,NA,NA
17892251,NA,Boki,Beebo/Bumaji,2022,19,26,19,3,1,0.15789473684210525,0.15789473684210525,NA,NA,NA
85516377,NA,Obanliku,Bendi 2,2022,23,105,16,13,0.6956521739130435,0.5652173913043478,0.8125,NA,NA,NA
63131182,NA,Obanliku,Bendi 1,2022,9,30,8,9,0.8888888888888888,1,1.125,NA,NA,NA
20029687,NA,Obudu,Angiaba / Begiaka,2022,22,36,17,8,0.7727272727272727,0.36363636363636365,0.47058823529411764,NA,NA,NA
72608541,NA,Obanliku,Bassang,2022,9,18,8,4,0.8888888888888888,0.4444444444444444,0.5,NA,NA,NA
41018282,NA,Obanliku,Bendi 2,2022,34,73,28,17,0.8235294117647058,0.5,0.6071428571428571,NA,NA,NA
87031495,NA,Obanliku,Bendi 2,2022,9,13,9,1,1,0.1111111111111111,0.1111111111111111,NA,NA,NA
32221120,NA,Obanliku,Bassang,2022,14,25,12,1,0.8571428571428571,0.07142857142857142,0.08333333333333333,NA,NA,NA
38181999,NA,Obanliku,Bendi 1,2022,16,17,13,1,0.8125,0.0625,0.07692307692307693,NA,NA,NA
64720537,NA,Obanliku,Bassang,2022,13,16,4,3,0.3076923076923077,0.23076923076923078,0.75,NA,NA,NA
69012929,NA,Boki,Beebo/Bumaji,2022,33,56,18,5,0.5454545454545454,0.15151515151515152,0.2777777777777778,NA,NA,NA
18505860,NA,Obanliku,Bassang,2022,19,52,19,8,1,0.42105263157894735,0.42105263157894735,NA,NA,NA
44611296,NA,Boki,Beebo/Bumaji,2022,10,25,10,1,1,0.1,0.1,NA,NA,NA
45915687,NA,Boki,Beebo/Bumaji,2022,1,3,0,0,0,0,NA,NA,NA,NA
69894008,NA,Obanliku,Bassang,2022,13,24,10,0,0.7692307692307693,0,0,NA,NA,NA
40316432,NA,Obanliku,Busi,2022,13,30,11,1,0.8461538461538461,0.07692307692307693,0.09090909090909091,NA,NA,NA
69644460,NA,Boki,Beebo/Bumaji,2022,45,100,23,4,0.5111111111111111,0.08888888888888889,0.17391304347826086,NA,NA,NA
31981818,NA,Obanliku,Bassang,2022,7,6,4,0,0.5714285714285714,0,0,NA,NA,NA
65115919,NA,Obanliku,Bassang,2022,17,39,7,8,0.4117647058823529,0.47058823529411764,1.1428571428571428,NA,NA,NA
85025734,NA,Obanliku,Busi,2022,23,28,23,0,1,0,0,NA,NA,NA
17794596,NA,Obanliku,Utanga,2022,16,27,7,0,0.4375,0,0,NA,NA,NA
68365417,NA,Obanliku,Bendi 1,2022,16,39,14,6,0.875,0.375,0.42857142857142855,NA,NA,NA
28103509,NA,Obanliku,Utanga,2022,26,38,16,2,0.6153846153846154,0.07692307692307693,0.125,NA,NA,NA
20773013,NA,Obanliku,Bassang,2022,17,21,6,0,0.35294117647058826,0,0,NA,NA,NA
53681739,NA,Obanliku,Bassang,2022,20,28,15,0,0.75,0,0,NA,NA,NA
30412104,NA,Obanliku,Utanga,2022,21,32,15,3,0.7142857142857143,0.14285714285714285,0.2,NA,NA,NA
42226435,NA,Boki,Beebo/Bumaji,2022,4,5,4,0,1,0,0,NA,NA,NA
23928810,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
76333284,NA,Obanliku,Utanga,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
34249540,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
68514600,NA,Obanliku,Utanga,2022,184,247,138,6,0.75,0.03260869565217391,0.043478260869565216,NA,NA,NA
29174963,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
70279185,NA,Obanliku,Utanga,2022,156,275,137,34,0.8782051282051282,0.21794871794871795,0.24817518248175183,NA,NA,NA
16600966,NA,Obanliku,Becheve,2022,112,307,82,33,0.7321428571428571,0.29464285714285715,0.4024390243902439,NA,NA,NA
85044267,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
37815182,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
17898204,NA,Obanliku,Becheve,2022,0,0,0,0,NA,NA,NA,NA,NA,NA
48347891,NA,Obudu,Alege/Ubang,2022,39,85,31,19,0.7948717948717948,0.48717948717948717,0.6129032258064516,NA,NA,NA
42024640,NA,Yala,Wanikade,2022,54,105,40,26,0.7407407407407407,0.48148148148148145,0.65,NA,NA,NA
13035300,NA,Yala,Wanokom,2022,11,13,8,5,0.7272727272727273,0.45454545454545453,0.625,NA,NA,NA
63277425,NA,Yala,Wanikade,2022,7,10,2,0,0.2857142857142857,0,0,NA,NA,NA
82923915,NA,Yala,Wanokom,2022,48,50,31,0,0.6458333333333334,0,0,NA,NA,NA
18622353,NA,Yala,Wanikade,2022,39,66,20,5,0.5128205128205128,0.1282051282051282,0.25,NA,NA,NA
16114012,NA,Yala,Wanikade,2022,27,43,23,0,0.8518518518518519,0,0,NA,NA,NA
82513497,NA,Yala,Wanikade,2022,55,98,37,7,0.6727272727272727,0.12727272727272726,0.1891891891891892,NA,NA,NA
60420271,NA,Yala,Wanokom,2022,13,19,13,1,1,0.07692307692307693,0.07692307692307693,NA,NA,NA
39490944,NA,Yala,Igede,2022,84,134,51,24,0.6071428571428571,0.2857142857142857,0.47058823529411764,NA,NA,NA
34408840,NA,Yala,Wanokom,2022,27,37,26,5,0.9629629629629629,0.18518518518518517,0.19230769230769232,NA,NA,NA
52057206,NA,Yala,Wanokom,2022,31,41,19,6,0.6129032258064516,0.1935483870967742,0.3157894736842105,NA,NA,NA
51388965,NA,Yala,Wanokom,2022,50,56,41,2,0.82,0.04,0.04878048780487805,NA,NA,NA
72952157,NA,Yala,Igede,2022,38,52,23,9,0.6052631578947368,0.23684210526315788,0.391304347826087,NA,NA,NA
19360280,NA,Yala,Wanihem,2022,19,31,15,2,0.7894736842105263,0.10526315789473684,0.13333333333333333,NA,NA,NA
38219386,NA,Yala,Wanikade,2022,45,66,9,0,0.2,0,0,NA,NA,NA
15518542,NA,Yala,Wanikade,2022,247,505,192,76,0.7773279352226721,0.3076923076923077,0.3958333333333333,NA,NA,NA
86362605,NA,Yala,Wanikade,2022,67,213,3,5,0.04477611940298507,0.07462686567164178,1.6666666666666667,NA,NA,NA
80587526,NA,Yala,Wanikade,2022,18,51,20,9,1.1111111111111112,0.5,0.45,NA,NA,NA
17370569,NA,Yala,Wanihem,2022,17,67,5,2,0.29411764705882354,0.11764705882352941,0.4,NA,NA,NA
